AS1,AS1_org_id,AS1_org_name,AS2,AS2_org_id,AS2_org_name,Total_CO2,CO2_Normalized
25160,ORG-VL110-RIPE,Vorboss Limited,49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,44.18,4.07e-09
30844,ORG-ESSL1-RIPE,Liquid Telecommunications Ltd,50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,44.18,4.07e-09
35353,ORG-ASS50-RIPE,Alpha Square SAS,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
35353,ORG-ASS50-RIPE,Alpha Square SAS,34177,ORG-CA944-RIPE,CELESTE SAS,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,2072,ORG-RA8-RIPE,Renater,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,35353,ORG-ASS50-RIPE,Alpha Square SAS,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,41191,ORG-MA188-RIPE,Mappy SA,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,44000,ORG-NA257-RIPE,NET1C SARL,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,44.18,4.07e-09
35600,ORG-VS282-RIPE,Vedege SAS,50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,44.18,4.07e-09
35625,ORG-EFS19-RIPE,Eurofiber France SAS,25358,ORG-NA345-RIPE,Novso SARL,44.18,4.07e-09
37002,ORG-RS4-AFRINIC,Reunicable SAS,2613,ORG-WVG2-RIPE,Willem van Gulik,44.18,4.07e-09
37054,ORG-TM3-AFRINIC,Telecom Malagasy,35625,ORG-EFS19-RIPE,Eurofiber France SAS,44.18,4.07e-09
39801,ORG-FISS1-RIPE,France IX Services SASU,57976,ORG-BEI2-RIPE,"Blizzard Entertainment, Inc",44.18,4.07e-09
40934,FTC-58-ARIN,Fortinet Inc.,58308,ORG-CS181-RIPE,Cusae SAS,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,34177,ORG-CA944-RIPE,CELESTE SAS,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,34927,ORG-IG165-RIPE,iFog GmbH,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
41191,ORG-MA188-RIPE,Mappy SA,58308,ORG-CS181-RIPE,Cusae SAS,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,34177,ORG-CA944-RIPE,CELESTE SAS,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,34927,ORG-IG165-RIPE,iFog GmbH,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
44000,ORG-NA257-RIPE,NET1C SARL,58308,ORG-CS181-RIPE,Cusae SAS,44.18,4.07e-09
44842,ORG-SMSN2-RIPE,Syndicat Mixte Somme Numerique,20562,ORG-OPB1-RIPE,Broadband Hosting B.V.,44.18,4.07e-09
49028,ORG-DS353-RIPE,D-LAKE SAS,41728,ORG-MGES1-RIPE,Mangas Gambling Engineering SARL,44.18,4.07e-09
49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,41191,ORG-MA188-RIPE,Mappy SA,44.18,4.07e-09
49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,44000,ORG-NA257-RIPE,NET1C SARL,44.18,4.07e-09
49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,44.18,4.07e-09
49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,34177,ORG-CA944-RIPE,CELESTE SAS,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
49763,ORG-EAM1-RIPE,ADEVINTA FRANCE SAS,58308,ORG-CS181-RIPE,Cusae SAS,44.18,4.07e-09
49923,ORG-GA213-RIPE,Generale Frigorifique SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
49923,ORG-GA213-RIPE,Generale Frigorifique SAS,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,34177,ORG-CA944-RIPE,CELESTE SAS,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,34927,ORG-IG165-RIPE,iFog GmbH,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
50172,ORG-RA233-RIPE,Regie Autonome Des Transports Parisiens,58308,ORG-CS181-RIPE,Cusae SAS,44.18,4.07e-09
50234,ORG-ET25-RIPE,EULERIAN TECHNOLOGIES S.A.S.,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
50446,ORG-CA22-RIPE,Datacampus SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
50446,ORG-CA22-RIPE,Datacampus SAS,34927,ORG-IG165-RIPE,iFog GmbH,44.18,4.07e-09
51326,ORG-WS41-RIPE,W3TEL SAS,34927,ORG-IG165-RIPE,iFog GmbH,44.18,4.07e-09
58208,ORG-GCE4-RIPE,GEDEFI Conseil SARL,60171,ORG-WAIE1-RIPE,AFR-IX TELECOM S.A.,44.18,4.07e-09
59689,ORG-CS845-RIPE,CODE40 SAS,16276,ORG-OS3-RIPE,OVH SAS,44.18,4.07e-09
59689,ORG-CS845-RIPE,CODE40 SAS,39801,ORG-FISS1-RIPE,France IX Services SASU,44.18,4.07e-09
62141,ORG-CNDR98-RIPE,COMPAGNIE NATIONALE DU RHONE S.A.,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
62141,ORG-CNDR98-RIPE,COMPAGNIE NATIONALE DU RHONE S.A.,56987,ORG-AS988-RIPE,ABACLOUDA SAS,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,197551,ORG-AS139-RIPE,AMEOS SARL,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,199396,ORG-SAMW1-RIPE,Association Sames Wireless,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,200748,ORG-EGSB1-RIPE,EPT Grand-Orly Seine Bievre,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,201080,ORG-SCDN1-RIPE,Societe Cooperative D'amenagement Numerique Icaunaise SCIC,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,203030,ORG-KS72-RIPE,KINCY SAS,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,204403,ORG-HS209-RIPE,HOTCITY SA,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,213317,ORG-SDEE1-RIPE,SI D ENERGIE ET DE E-COMMUNICATION DE L AIN SIVU,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,215234,ORG-US135-RIPE,UBIZWAN SAS,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,216239,ORG-PS464-RIPE,PRINTEMPS SAS,44.18,4.07e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,328411,ORG-GM1-AFRINIC,Gulfsat Madagascar,44.18,4.07e-09
137409,ORG-GNPL1-AP-APNIC,GSL Networks Pty LTD,201080,ORG-SCDN1-RIPE,Societe Cooperative D'amenagement Numerique Icaunaise SCIC,44.18,4.07e-09
137409,ORG-GNPL1-AP-APNIC,GSL Networks Pty LTD,204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,44.18,4.07e-09
197422,ORG-TA940-RIPE,Tetaneutral.net Association declaree,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
197551,ORG-AS139-RIPE,AMEOS SARL,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
197551,ORG-AS139-RIPE,AMEOS SARL,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
198385,ORG-SCS40-RIPE,AlpineDC SA,197551,ORG-AS139-RIPE,AMEOS SARL,44.18,4.07e-09
198385,ORG-SCS40-RIPE,AlpineDC SA,199248,ORG-NS139-RIPE,NUMLOG S.A.S.,44.18,4.07e-09
198385,ORG-SCS40-RIPE,AlpineDC SA,204403,ORG-HS209-RIPE,HOTCITY SA,44.18,4.07e-09
199248,ORG-NS139-RIPE,NUMLOG S.A.S.,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
199396,ORG-SAMW1-RIPE,Association Sames Wireless,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,197551,ORG-AS139-RIPE,AMEOS SARL,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,199396,ORG-SAMW1-RIPE,Association Sames Wireless,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,205010,ORG-LS323-RIPE,LaNetCie SAS,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,211925,ORG-BSS38-RIPE,BLUE SOFT SAS,44.18,4.07e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,216239,ORG-PS464-RIPE,PRINTEMPS SAS,44.18,4.07e-09
201675,ORG-SNS42-RIPE,SACLAK NETWORK SARL,132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,44.18,4.07e-09
203030,ORG-KS72-RIPE,KINCY SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
204207,ORG-DS223-RIPE,LACOSTE OPERATIONS S.A.,198385,ORG-SCS40-RIPE,AlpineDC SA,44.18,4.07e-09
204403,ORG-HS209-RIPE,HOTCITY SA,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
205010,ORG-LS323-RIPE,LaNetCie SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
205483,ORG-KS225-RIPE,KPMG S.A,1828,UG-210-ARIN,Unitas Global,44.18,4.07e-09
205483,ORG-KS225-RIPE,KPMG S.A,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
205919,ORG-OGS8-RIPE,ON-X GROUPE SA,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
209323,ORG-GS351-RIPE,Geneanet SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
211925,ORG-BSS38-RIPE,BLUE SOFT SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
211925,ORG-BSS38-RIPE,BLUE SOFT SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
212321,ORG-PALC1-RIPE,PC A LA CARTE SASU,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
215234,ORG-US135-RIPE,UBIZWAN SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
216239,ORG-PS464-RIPE,PRINTEMPS SAS,1828,UG-210-ARIN,Unitas Global,44.18,4.07e-09
216239,ORG-PS464-RIPE,PRINTEMPS SAS,2027,ORG-MA1574-RIPE,MilkyWan Association,44.18,4.07e-09
216239,ORG-PS464-RIPE,PRINTEMPS SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,44.18,4.07e-09
216239,ORG-PS464-RIPE,PRINTEMPS SAS,16347,ORG-RI9-RIPE,ADISTA SAS,44.18,4.07e-09
216239,ORG-PS464-RIPE,PRINTEMPS SAS,198385,ORG-SCS40-RIPE,AlpineDC SA,44.18,4.07e-09
2119,ORG-NA38-RIPE,Telenor Norge AS,34244,ORG-TBSA4-RIPE,Teleservice Bredband Skane AB,45.26,4.17e-09
2119,ORG-NA38-RIPE,Telenor Norge AS,29518,ORG-LA21-RIPE,Bredband2 AB,46.2,4.26e-09
40934,FTC-58-ARIN,Fortinet Inc.,2027,ORG-MA1574-RIPE,MilkyWan Association,48.1,4.44e-09
2486,ORG-AFPL1-RIPE,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),8220,ORG-CI9-RIPE,COLT Technology Services Group Limited,49.24,4.54e-09
132337,ORG-ANSP1-AP-APNIC,AXCLUSIVE PTE. LTD.,207992,ORG-FS285-RIPE,FEELB SARL,52.12,4.81e-09
12552,ORG-ITCA1-RIPE,GlobalConnect AB,203052,ORG-TA987-RIPE,Teletek 5060 AB,52.48,4.84e-09
47160,ORG-MS374-RIPE,MOJI SAS,14537,CL-1379-ARIN,Continent 8 LLC,54.21,5.00e-09
38040,ORG-RTAF1-AP-APNIC,Royal Thai Armed Force Headquarters,47160,ORG-MS374-RIPE,MOJI SAS,54.3,5.01e-09
24429,@aut-37963-APNIC,"Hangzhou Alibaba Advertising Co.,Ltd.",47160,ORG-MS374-RIPE,MOJI SAS,54.44,5.02e-09
198385,ORG-SCS40-RIPE,AlpineDC SA,15436,ORG-WA9-RIPE,WITBE S.A.,55.01,5.07e-09
202827,ORG-EA1552-RIPE,EXAGROUP,204092,ORG-GRIF1-RIPE,Association GRIFON,55.17,5.09e-09
34177,ORG-CA944-RIPE,CELESTE SAS,10075,ORG-FGL3-AP-APNIC,Fiber@Home Global Limited,55.46,5.11e-09
22697,RC-376-ARIN,Roblox,47160,ORG-MS374-RIPE,MOJI SAS,55.58,5.12e-09
13101,ORG-TSG19-RIPE,TNG Stadtnetz GmbH,15576,ORG-AG1-RIPE,NTS workspace AG,55.61,5.13e-09
39180,ORG-LS331-RIPE,LASOTEL SAS,12552,ORG-ITCA1-RIPE,GlobalConnect AB,57.04,5.26e-09
204092,ORG-GRIF1-RIPE,Association GRIFON,16276,ORG-OS3-RIPE,OVH SAS,57.12,5.27e-09
20294,ORG-MU2-AFRINIC,MTN Uganda,21491,@aut-21491-RIPE,Uganda Telecom,57.39,5.29e-09
20294,ORG-MU2-AFRINIC,MTN Uganda,37027,ORG-SL71-AFRINIC,Simbanet (T) Limited,57.39,5.29e-09
36924,ORG-GCDS1-AFRINIC,GVA Cote d'Ivoire SAS,37679,ORG-URA1-AFRINIC,Uganda Revenue Authority,57.39,5.29e-09
57118,ORG-CV23-RIPE,CommunityRack.org Verein,57406,ORG-ZDL18-RIPE,Zero Distance LLC,57.52,5.30e-09
50858,ORG-SSIS4-RIPE,SAS SOLUTIONS INFORMATIQUES SERVICES,12552,ORG-ITCA1-RIPE,GlobalConnect AB,57.88,5.34e-09
44530,ORG-AN38-RIPE,HOPUS SAS,39781,ORG-DS25-RIPE,Diabolocom SAS,59.18,5.46e-09
203969,ORG-YA70-RIPE,YMC AG,1836,ORG-GCA1-RIPE,green.ch AG,59.67,5.50e-09
57381,ORG-FCDH1-RIPE,Daniel Husand,31800,DALNE-ARIN,DALnet,61.5,5.67e-09
3856,PCH-1-ARIN,"Packet Clearing House, Inc.",8758,ORG-DNSA1-RIPE,Iway AG,61.52,5.67e-09
211448,ORG-SW98-RIPE,WEBCONEX SAS,198385,ORG-SCS40-RIPE,AlpineDC SA,61.63,5.68e-09
210036,ORG-RAJ2-RIPE,Rayhaan Ahmad Jaufeerally,204092,ORG-GRIF1-RIPE,Association GRIFON,62.95,5.80e-09
26415,VGRS-ARIN,VeriSign Global Registry Services,12969,ORG-RE2-RIPE,Ljosleidarinn ehf,63.94,5.90e-09
34177,ORG-CA944-RIPE,CELESTE SAS,399728,PF-547-ARIN,P Foundation,64.08,5.91e-09
44765,ORG-MCG14-RIPE,MakeNewMedia Communications GmbH,15576,ORG-AG1-RIPE,NTS workspace AG,64.58,5.95e-09
209823,ORG-EME1-RIPE,Enki Multimedia EURL,204092,ORG-GRIF1-RIPE,Association GRIFON,65.34,6.02e-09
11019,HT-136-ARIN,"HAProxy Technologies, Inc.",47160,ORG-MS374-RIPE,MOJI SAS,66.61,6.14e-09
8839,ORG-SA30-RIPE,SdV-Plurimedia,7713,ORG-TI10-AP-APNIC,Telekomunikasi Indonesia (PT),66.99,6.18e-09
29691,ORG-NISA1-RIPE,Nine Internet Solutions AG,13150,ORG-CNL17-RIPE,CATO NETWORKS LTD,67.24,6.20e-09
31216,ORG-BCS3-RIPE,BSO Network Solutions SAS,34177,ORG-CA944-RIPE,CELESTE SAS,67.86,6.26e-09
2119,ORG-NA38-RIPE,Telenor Norge AS,44034,ORG-HAA1-RIPE,Hi3G Access AB,68.05,6.27e-09
11019,HT-136-ARIN,"HAProxy Technologies, Inc.",34177,ORG-CA944-RIPE,CELESTE SAS,68.8,6.34e-09
50869,ORG-ING13-RIPE,IPng Networks GmbH,59570,ORG-JZ6-RIPE,Jens Zimperfeld,69.95,6.45e-09
23752,ORG-NTC1-AP-APNIC,Nepal Telecommunications Corporation,58456,ORG-IOEP1-AP-APNIC,"Institute of Engineering, Pulchowk Campus",70.08,6.46e-09
174,COGC-ARIN,Cogent Communications,44757,ORG-GBHA1-RIPE,Global Blue Holdings Aktiebolag,71.64,6.61e-09
1880,ORG-STPA1-RIPE,"Svensk Teleutveckling & Produktinnovation, STUPI AB",205206,ORG-NA936-RIPE,Netsite A/S,71.64,6.61e-09
2119,ORG-NA38-RIPE,Telenor Norge AS,47708,ORG-SR18-RIPE,Sveriges Radio AB,71.64,6.61e-09
2603,ORG-NA47-RIPE,NORDUnet,47708,ORG-SR18-RIPE,Sveriges Radio AB,71.64,6.61e-09
12552,ORG-ITCA1-RIPE,GlobalConnect AB,39658,ORG-SS178-RIPE,Statistics Sweden,71.64,6.61e-09
13194,ORG-BGIS1-RIPE,"UAB ""Bite Lietuva""",47155,ORG-VILA1-RIPE,ViaEuropa Sverige AB,71.64,6.61e-09
20764,ORG-CR2-RIPE,CJSC RASCOM,29672,ORG-SA56-RIPE,S:t Erik Kommunikation AB,71.64,6.61e-09
25160,ORG-VL110-RIPE,Vorboss Limited,51826,ORG-EA1526-RIPE,evroc AB,71.64,6.61e-09
28917,ORG-FNU3-RIPE,"Fiord Networks, UAB",47708,ORG-SR18-RIPE,Sveriges Radio AB,71.64,6.61e-09
28917,ORG-FNU3-RIPE,"Fiord Networks, UAB",52177,ORG-RGA20-RIPE,Resona Glecom AB,71.64,6.61e-09
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,49862,ORG-NA1353-RIPE,Netilo AB,71.64,6.61e-09
39351,ORG-SA1601-RIPE,31173 Services AB,29672,ORG-SA56-RIPE,S:t Erik Kommunikation AB,71.64,6.61e-09
39351,ORG-SA1601-RIPE,31173 Services AB,49862,ORG-NA1353-RIPE,Netilo AB,71.64,6.61e-09
42473,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,29672,ORG-SA56-RIPE,S:t Erik Kommunikation AB,71.64,6.61e-09
47708,ORG-SR18-RIPE,Sveriges Radio AB,50304,ORG-BLIX1-RIPE,Blix Solutions AS,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,3856,PCH-1-ARIN,"Packet Clearing House, Inc.",71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,28931,ORG-TA914-RIPE,TriOptima AB,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,29672,ORG-SA56-RIPE,S:t Erik Kommunikation AB,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,31449,ORG-MS1-RIPE,BELCENTER SA,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,52177,ORG-RGA20-RIPE,Resona Glecom AB,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,56504,ORG-HB92-RIPE,HostCircle B.V.,71.64,6.61e-09
51519,ORG-BA1235-RIPE,Karabro AB,56883,ORG-AIRM1-RIPE,Airmass 1 AB,71.64,6.61e-09
51826,ORG-EA1526-RIPE,evroc AB,12552,ORG-ITCA1-RIPE,GlobalConnect AB,71.64,6.61e-09
52005,ORG-NIE1-RIPE,Netnod AB,2874,ORG-GO2-RIPE,ORANGE BUSINESS SERVICES U.S. Inc.,71.64,6.61e-09
52177,ORG-RGA20-RIPE,Resona Glecom AB,20764,ORG-CR2-RIPE,CJSC RASCOM,71.64,6.61e-09
52177,ORG-RGA20-RIPE,Resona Glecom AB,42473,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,71.64,6.61e-09
56504,ORG-HB92-RIPE,HostCircle B.V.,52005,ORG-NIE1-RIPE,Netnod AB,71.64,6.61e-09
57976,ORG-BEI2-RIPE,"Blizzard Entertainment, Inc",52005,ORG-NIE1-RIPE,Netnod AB,71.64,6.61e-09
208621,ORG-LL354-RIPE,LogicForge Limited,205206,ORG-NA936-RIPE,Netsite A/S,71.64,6.61e-09
209659,ORG-GA1039-RIPE,GetGeek AB,13194,ORG-BGIS1-RIPE,"UAB ""Bite Lietuva""",71.64,6.61e-09
213113,ORG-KNIF1-RIPE,Kamel Networks Association,205206,ORG-NA936-RIPE,Netsite A/S,71.64,6.61e-09
40676,PS-184-ARIN,Psychz Networks,39180,ORG-LS331-RIPE,LASOTEL SAS,71.7,6.61e-09
1759,ORG-SA28-RIPE,Telia Finland Oyj,201991,ORG-MO35-RIPE,Metsaliitto Osuuskunta,72.25,6.66e-09
1759,ORG-SA28-RIPE,Telia Finland Oyj,210722,ORG-OTEA1-RIPE,Oy Turku Energia Abo Energi AB,72.25,6.66e-09
39351,ORG-SA1601-RIPE,31173 Services AB,56883,ORG-AIRM1-RIPE,Airmass 1 AB,72.36,6.67e-09
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,197617,ORG-MA470-RIPE,Scalability AB,72.58,6.69e-09
33891,ORG-IICG1-RIPE,Core-Backbone GmbH,49770,ORG-SSA89-RIPE,Internetport Sweden AB,73.12,6.74e-09
559,ORG-SG2-RIPE,SWITCH,8271,ORG-IBSA1-RIPE,Internet Business Solutions AG,73.2,6.75e-09
559,ORG-SG2-RIPE,SWITCH,8453,ORG-EA878-RIPE,Econis AG,73.2,6.75e-09
559,ORG-SG2-RIPE,SWITCH,57210,ORG-TPA16-RIPE,thyssenkrupp Presta AG,73.2,6.75e-09
559,ORG-SG2-RIPE,SWITCH,61363,ORG-IVA16-RIPE,Ivoclar Vivadent AG,73.2,6.75e-09
559,ORG-SG2-RIPE,SWITCH,62035,ORG-BG147-RIPE,Byteworks GmbH,73.2,6.75e-09
1764,ORG-NLTU1-RIPE,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,62035,ORG-BG147-RIPE,Byteworks GmbH,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,1764,ORG-NLTU1-RIPE,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,5405,ORG-IG211-RIPE,Inter.link GmbH,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,34288,ORG-KZ1-RIPE,Kantonsschule Zug,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,35360,ORG-FG108-RIPE,Frederic Gargula,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,51786,ORG-PV52-RIPE,Patrick Velder,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,51873,ORG-ASA44-RIPE,Arcade Solutions AG,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,56987,ORG-AS988-RIPE,ABACLOUDA SAS,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,57777,ORG-JM162-RIPE,Jeroen Massar,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,58299,ORG-OG36-RIPE,Openfactory GmbH,73.2,6.75e-09
3250,ORG-NG60-RIPE,Netskin GmbH,59414,ORG-CA1567-RIPE,cloudscale.ch AG,73.2,6.75e-09
3856,PCH-1-ARIN,"Packet Clearing House, Inc.",51786,ORG-PV52-RIPE,Patrick Velder,73.2,6.75e-09
3856,PCH-1-ARIN,"Packet Clearing House, Inc.",59414,ORG-CA1567-RIPE,cloudscale.ch AG,73.2,6.75e-09
5398,ORG-IOS9-RIPE,Internet one SRL,58280,ORG-MAS22-RIPE,Massimiliano Andrea Stucchi,73.2,6.75e-09
5405,ORG-IG211-RIPE,Inter.link GmbH,57210,ORG-TPA16-RIPE,thyssenkrupp Presta AG,73.2,6.75e-09
5405,ORG-IG211-RIPE,Inter.link GmbH,61363,ORG-IVA16-RIPE,Ivoclar Vivadent AG,73.2,6.75e-09
5405,ORG-IG211-RIPE,Inter.link GmbH,62035,ORG-BG147-RIPE,Byteworks GmbH,73.2,6.75e-09
8453,ORG-EA878-RIPE,Econis AG,1836,ORG-GCA1-RIPE,green.ch AG,73.2,6.75e-09
8453,ORG-EA878-RIPE,Econis AG,8298,ORG-ING13-RIPE,IPng Networks GmbH,73.2,6.75e-09
8453,ORG-EA878-RIPE,Econis AG,8758,ORG-DNSA1-RIPE,Iway AG,73.2,6.75e-09
9092,ORG-OSA1-RIPE,Open Systems AG,8758,ORG-DNSA1-RIPE,Iway AG,73.2,6.75e-09
12307,ORG-SBTA6-RIPE,Sandro Bolliger trading as Bolliger Network Solutions,12553,ORG-AG101-RIPE,Andreas Grawehr,73.2,6.75e-09
