AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
50446,Datacampus Datacampus SAS,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
50446,Datacampus Datacampus SAS,34927,iFog-GmbH iFog GmbH,44.18,1.83e-10
51326,W3TEL-AS W3TEL SAS,34927,iFog-GmbH iFog GmbH,44.18,1.83e-10
58208,VCORE-AS GEDEFI Conseil SARL,60171,AFRIX-AS AFR-IX TELECOM S.A.,44.18,1.83e-10
59689,CODE40-AS CODE40 SAS,16276,OVH OVH SAS,44.18,1.83e-10
59689,CODE40-AS CODE40 SAS,39801,FRANCE-IX-L3P France IX Services SASU,44.18,1.83e-10
62141,CNRHONE-AS COMPAGNIE NATIONALE DU RHONE S.A.,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
62141,CNRHONE-AS COMPAGNIE NATIONALE DU RHONE S.A.,56987,AS-ABACLOUDA ABACLOUDA SAS,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,197551,AMEOS AMEOS SARL,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,199396,SAMES-WIRELESS Association Sames Wireless,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,200748,GOSB-ASN EPT Grand-Orly Seine Bievre,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,201080,AS-SCANI Societe Cooperative D'amenagement Numerique Icaunaise SCIC,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,203030,Kalyst KINCY SAS,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,204207,Devanlay LACOSTE OPERATIONS S.A.,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,204403,HOTCITY HOTCITY SA,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,213317,SIEA SI D ENERGIE ET DE E-COMMUNICATION DE L AIN SIVU,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,215234,UBIZWAN UBIZWAN SAS,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,216239,PRINTEMPS-AS PRINTEMPS SAS,44.18,1.83e-10
132337,ANSPL-AS-AP Axclusive,328411,Gulfsat-Madagascar-AS,44.18,1.83e-10
137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,201080,AS-SCANI Societe Cooperative D'amenagement Numerique Icaunaise SCIC,44.18,1.83e-10
137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,204207,Devanlay LACOSTE OPERATIONS S.A.,44.18,1.83e-10
197422,TETANEUTRAL-NET-AS Tetaneutral.net Association declaree,16347,INHERENT ADISTA SAS,44.18,1.83e-10
197551,AMEOS AMEOS SARL,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
197551,AMEOS AMEOS SARL,16347,INHERENT ADISTA SAS,44.18,1.83e-10
198385,AlpineDC AlpineDC SA,197551,AMEOS AMEOS SARL,44.18,1.83e-10
198385,AlpineDC AlpineDC SA,199248,NUMLOG NUMLOG S.A.S.,44.18,1.83e-10
198385,AlpineDC AlpineDC SA,204403,HOTCITY HOTCITY SA,44.18,1.83e-10
199248,NUMLOG NUMLOG S.A.S.,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
199396,SAMES-WIRELESS Association Sames Wireless,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,197551,AMEOS AMEOS SARL,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,199396,SAMES-WIRELESS Association Sames Wireless,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,204207,Devanlay LACOSTE OPERATIONS S.A.,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,205010,lanetcie LaNetCie SAS,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,211925,BLUESOFT-AS BLUE SOFT SAS,44.18,1.83e-10
199524,GCORE G-Core Labs S.A.,216239,PRINTEMPS-AS PRINTEMPS SAS,44.18,1.83e-10
201675,SACLAK-NETWORK SACLAK NETWORK SARL,132337,ANSPL-AS-AP Axclusive,44.18,1.83e-10
203030,Kalyst KINCY SAS,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
204207,Devanlay LACOSTE OPERATIONS S.A.,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
204207,Devanlay LACOSTE OPERATIONS S.A.,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
204207,Devanlay LACOSTE OPERATIONS S.A.,16347,INHERENT ADISTA SAS,44.18,1.83e-10
204207,Devanlay LACOSTE OPERATIONS S.A.,198385,AlpineDC AlpineDC SA,44.18,1.83e-10
204403,HOTCITY HOTCITY SA,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
205010,lanetcie LaNetCie SAS,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
205483,KPMG-SA KPMG S.A,1828,UNITAS,44.18,1.83e-10
205483,KPMG-SA KPMG S.A,16347,INHERENT ADISTA SAS,44.18,1.83e-10
205919,onx ON-X GROUPE SA,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
209323,GENEANET Geneanet SAS,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
211925,BLUESOFT-AS BLUE SOFT SAS,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
211925,BLUESOFT-AS BLUE SOFT SAS,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
212321,pcalacarte PC A LA CARTE SASU,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
215234,UBIZWAN UBIZWAN SAS,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
216239,PRINTEMPS-AS PRINTEMPS SAS,1828,UNITAS,44.18,1.83e-10
216239,PRINTEMPS-AS PRINTEMPS SAS,2027,MilkyWan MilkyWan Association,44.18,1.83e-10
216239,PRINTEMPS-AS PRINTEMPS SAS,13237,LAMBDANET-AS euNetworks GmbH,44.18,1.83e-10
216239,PRINTEMPS-AS PRINTEMPS SAS,16347,INHERENT ADISTA SAS,44.18,1.83e-10
216239,PRINTEMPS-AS PRINTEMPS SAS,198385,AlpineDC AlpineDC SA,44.18,1.83e-10
2119,TELENOR-NEXTEL Telenor Norge AS,34244,TELESERVICE Teleservice Bredband Skane AB,45.26,1.87e-10
2119,TELENOR-NEXTEL Telenor Norge AS,29518,BREDBAND2 Bredband2 AB,46.2,1.91e-10
40934,FORTINET,2027,MilkyWan MilkyWan Association,48.1,1.99e-10
2486,NIC-FR-DNS-UNICAST-PARIS2 AFNIC Association Francaise pour le Nommage Internet en Cooperation,8220,COLT COLT Technology Services Group Limited,49.24,2.04e-10
132337,ANSPL-AS-AP Axclusive,207992,feelb FEELB SARL,52.12,2.16e-10
12552,IPO-EU GlobalConnect AB,203052,TELETEK-ASN Teletek 5060 AB,52.48,2.17e-10
47160,MOJI MOJI SAS,14537,CL-1379-14537,54.21,2.24e-10
38040,GLOBAL-TRANSIT-TOT-IIG-TH TOT Public Company Limited,47160,MOJI MOJI SAS,54.3,2.25e-10
24429,"TAOBAO Zhejiang Taobao Network Co.,Ltd",47160,MOJI MOJI SAS,54.44,2.25e-10
198385,AlpineDC AlpineDC SA,15436,Witbe-AS WITBE S.A.,55.01,2.28e-10
202827,AS-ChrisMunds EXAGROUP,204092,GRIFON Association GRIFON,55.17,2.28e-10
34177,CELESTE-AS CELESTE SAS,10075,FGL-AS-BD Fiber@Home Global Limited,55.46,2.29e-10
22697,ROBLOX-PRODUCTION,47160,MOJI MOJI SAS,55.58,2.30e-10
13101,TNG-AS TNG Stadtnetz GmbH,15576,NTS NTS workspace AG,55.61,2.30e-10
39180,LASOTEL LASOTEL SAS,12552,IPO-EU GlobalConnect AB,57.04,2.36e-10
204092,GRIFON Association GRIFON,16276,OVH OVH SAS,57.12,2.36e-10
20294,MTN-,21491,UGANDA-TELECOM Uganda Telecom,57.39,2.37e-10
20294,MTN-,37027,SIMBANET-AS,57.39,2.37e-10
36924,GVA-Canalbox,37679,URA1,57.39,2.37e-10
57118,COMMUNITYRACK CommunityRack.org Verein,57406,Zero-Distance Zero Distance LLC,57.52,2.38e-10
50858,SOLUINFO-ASN SAS SOLUTIONS INFORMATIQUES SERVICES,12552,IPO-EU GlobalConnect AB,57.88,2.39e-10
44530,HOPUS HOPUS SAS,39781,DIABOLOCOM Diabolocom SAS,59.18,2.45e-10
203969,YMC-AS YMC AG,1836,GREEN green.ch AG,59.67,2.47e-10
57381,FNUTT Daniel Husand,31800,DALNET,61.5,2.54e-10
3856,PCH-AS,8758,IWAY Iway AG,61.52,2.54e-10
211448,WEBCONEX-SAS WEBCONEX SAS,198385,AlpineDC AlpineDC SA,61.63,2.55e-10
210036,RAYHAANNET Rayhaan Ahmad Jaufeerally,204092,GRIFON Association GRIFON,62.95,2.60e-10
26415,VERISIGN-INC,12969,Vodafone_Iceland Ljosleidarinn ehf,63.94,2.64e-10
34177,CELESTE-AS CELESTE SAS,399728,PFOUNDATION,64.08,2.65e-10
44765,MAKENEWMEDIA-AS MakeNewMedia Communications GmbH,15576,NTS NTS workspace AG,64.58,2.67e-10
209823,ENKI-AS Enki Multimedia EURL,204092,GRIFON Association GRIFON,65.34,2.70e-10
11019,HAPROXY-TECHNOLOGIES,47160,MOJI MOJI SAS,66.61,2.76e-10
8839,SDV-AS SdV-Plurimedia,7713,TELKOMNET-AS-AP PT Telekomunikasi Indonesia,66.99,2.77e-10
29691,NINE Nine Internet Solutions AG,13150,CATON CATO NETWORKS LTD,67.24,2.78e-10
31216,BSOCOM BSO Network Solutions SAS,34177,CELESTE-AS CELESTE SAS,67.86,2.81e-10
2119,TELENOR-NEXTEL Telenor Norge AS,44034,hi3g Hi3G Access AB,68.05,2.81e-10
11019,HAPROXY-TECHNOLOGIES,34177,CELESTE-AS CELESTE SAS,68.8,2.85e-10
50869,FREEIX-REMOTE IPng Networks GmbH,59570,Hostingstudio Jens Zimperfeld,69.95,2.89e-10
23752,"NPTELECOM-NP-AS Nepal Telecommunications Corporation, Internet Services",58456,"IOE-NET-NP-AS Institute of Engineering, Pulchowk Campus",70.08,2.90e-10
174,COGENT-174,44757,Global-Blue-Group-AS Global Blue Holdings Aktiebolag,71.64,2.96e-10
1880,"STUPI Svensk Teleutveckling & Produktinnovation, STUPI AB",205206,Netsite Netsite A/S,71.64,2.96e-10
2119,TELENOR-NEXTEL Telenor Norge AS,47708,SVERIGES-RADIO Sveriges Radio AB,71.64,2.96e-10
2603,NORDUNET NORDUnet,47708,SVERIGES-RADIO Sveriges Radio AB,71.64,2.96e-10
12552,IPO-EU GlobalConnect AB,39658,SCB-AS Statistics Sweden,71.64,2.96e-10
13194,"BITE UAB ""Bite Lietuva""",47155,VIAE-AS ViaEuropa Sverige AB,71.64,2.96e-10
20764,RASCOM-AS CJSC RASCOM,29672,STEK-AS S:t Erik Kommunikation AB,71.64,2.96e-10
25160,VORBOSS_AS Vorboss Limited,51826,EVROC evroc AB,71.64,2.96e-10
28917,"Fiord-AS Fiord Networks, UAB",47708,SVERIGES-RADIO Sveriges Radio AB,71.64,2.96e-10
28917,"Fiord-AS Fiord Networks, UAB",52177,GLECOM Resona Glecom AB,71.64,2.96e-10
35598,INETCOM INETCOM CARRIER LLC,49862,NETILO-NET Netilo AB,71.64,2.96e-10
39351,ESAB-AS 31173 Services AB,29672,STEK-AS S:t Erik Kommunikation AB,71.64,2.96e-10
39351,ESAB-AS 31173 Services AB,49862,NETILO-NET Netilo AB,71.64,2.96e-10
42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,29672,STEK-AS S:t Erik Kommunikation AB,71.64,2.96e-10
47708,SVERIGES-RADIO Sveriges Radio AB,50304,BLIX Blix Solutions AS,71.64,2.96e-10
51519,Karabro Karabro AB,3856,PCH-AS,71.64,2.96e-10
51519,Karabro Karabro AB,28931,TRIOPTIMA TriOptima AB,71.64,2.96e-10
51519,Karabro Karabro AB,29672,STEK-AS S:t Erik Kommunikation AB,71.64,2.96e-10
51519,Karabro Karabro AB,31449,AS31449 BELCENTER SA,71.64,2.96e-10
51519,Karabro Karabro AB,52177,GLECOM Resona Glecom AB,71.64,2.96e-10
51519,Karabro Karabro AB,56504,HOSTCIRCLE-L-NL HostCircle B.V.,71.64,2.96e-10
51519,Karabro Karabro AB,56883,AIRMASS1-AS Airmass 1 AB,71.64,2.96e-10
51826,EVROC evroc AB,12552,IPO-EU GlobalConnect AB,71.64,2.96e-10
52005,NETNOD-ROUTE-SERVER-1 Netnod AB,2874,ORANGE-BUSINESS-SERVICES-NORDICS ORANGE BUSINESS SERVICES U.S. Inc.,71.64,2.96e-10
52177,GLECOM Resona Glecom AB,20764,RASCOM-AS CJSC RASCOM,71.64,2.96e-10
52177,GLECOM Resona Glecom AB,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,71.64,2.96e-10
56504,HOSTCIRCLE-L-NL HostCircle B.V.,52005,NETNOD-ROUTE-SERVER-1 Netnod AB,71.64,2.96e-10
57976,"BLIZZARD Blizzard Entertainment, Inc",52005,NETNOD-ROUTE-SERVER-1 Netnod AB,71.64,2.96e-10
208621,logicforge LogicForge Limited,205206,Netsite Netsite A/S,71.64,2.96e-10
209659,getgeek GetGeek AB,13194,"BITE UAB ""Bite Lietuva""",71.64,2.96e-10
213113,KAMEL Kamel Networks Association,205206,Netsite Netsite A/S,71.64,2.96e-10
40676,AS40676,39180,LASOTEL LASOTEL SAS,71.7,2.97e-10
1759,TSF-IP-Core Telia Finland Oyj,201991,METSAGROUP-AS Metsaliitto Osuuskunta,72.25,2.99e-10
1759,TSF-IP-Core Telia Finland Oyj,210722,Turkuenergia Oy Turku Energia Abo Energi AB,72.25,2.99e-10
39351,ESAB-AS 31173 Services AB,56883,AIRMASS1-AS Airmass 1 AB,72.36,2.99e-10
199524,GCORE G-Core Labs S.A.,197617,mrfriday Scalability AB,72.58,3.00e-10
33891,CORE-BACKBONE Core-Backbone GmbH,49770,INTERNETPORT-AS Internetport Sweden AB,73.12,3.02e-10
559,SWITCH SWITCH,8271,CH-IBS-AS8271 Internet Business Solutions AG,73.2,3.03e-10
559,SWITCH SWITCH,8453,ECONIS-AS Econis AG,73.2,3.03e-10
559,SWITCH SWITCH,57210,TK-AG thyssenkrupp Presta AG,73.2,3.03e-10
559,SWITCH SWITCH,61363,IVOCLAR Ivoclar Vivadent AG,73.2,3.03e-10
559,SWITCH SWITCH,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,5405,INTERDOTLINK Inter.link GmbH,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,34288,AS34288 Kantonsschule Zug,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,35360,GARGUNET Frederic Gargula,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,51786,VELDER-AS Patrick Velder,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,51873,AS-ARCADE Arcade Solutions AG,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,56987,AS-ABACLOUDA ABACLOUDA SAS,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,57777,MASSAR Jeroen Massar,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,58299,OPENFACTORY-AS Openfactory GmbH,73.2,3.03e-10
3250,NETSKIN Netskin GmbH,59414,CLOUDSCALE cloudscale.ch AG,73.2,3.03e-10
3856,PCH-AS,51786,VELDER-AS Patrick Velder,73.2,3.03e-10
3856,PCH-AS,59414,CLOUDSCALE cloudscale.ch AG,73.2,3.03e-10
5398,InternetONE Internet one SRL,58280,STUCCHIMAX-AS Massimiliano Andrea Stucchi,73.2,3.03e-10
5405,INTERDOTLINK Inter.link GmbH,57210,TK-AG thyssenkrupp Presta AG,73.2,3.03e-10
5405,INTERDOTLINK Inter.link GmbH,61363,IVOCLAR Ivoclar Vivadent AG,73.2,3.03e-10
5405,INTERDOTLINK Inter.link GmbH,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
8453,ECONIS-AS Econis AG,1836,GREEN green.ch AG,73.2,3.03e-10
8453,ECONIS-AS Econis AG,8298,IPNG IPng Networks GmbH,73.2,3.03e-10
8453,ECONIS-AS Econis AG,8758,IWAY Iway AG,73.2,3.03e-10
9092,OPENSYSTEMS-AS Open Systems AG,8758,IWAY Iway AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,12553,GRAWEHR Andreas Grawehr,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,24585,CH-Swisslife Swiss Life AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,35223,HOI-AS Hoi Internet AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,42275,THREEFOURTEEN Three Fourteen SASU,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,51768,SDAINFORMATIK KEYSTONE-SDA-ATS AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,51907,CH-ZG Kanton Zug,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,61363,IVOCLAR Ivoclar Vivadent AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,202032,GOLINE GOLINE SA,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,207335,i-Community i-Community AG,73.2,3.03e-10
12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,208444,BIG3AS Bringe Informationstechnik GmbH,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,15547,NETPLUS netplus.ch SA,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,20612,SWISSIX SwissIX Internet Exchange,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,25091,IP-Max IP-Max SA,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,39351,ESAB-AS 31173 Services AB,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,49544,i3Dnet i3D.net B.V,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,58299,OPENFACTORY-AS Openfactory GmbH,73.2,3.03e-10
12347,VIRTUALTEC Virtualtec Solutions AG,59890,Kabel-TV-Lampert Kabel-TV Lampert GmbH & Co KG,73.2,3.03e-10
13030,INIT7 Init7 (Switzerland) Ltd.,20893,SYSTEM-CLINCH-AS SYSTEM-CLINCH,73.2,3.03e-10
13030,INIT7 Init7 (Switzerland) Ltd.,21190,Alpiq-AS21190 Alpiq AG,73.2,3.03e-10
13150,CATON CATO NETWORKS LTD,20612,SWISSIX SwissIX Internet Exchange,73.2,3.03e-10
13237,LAMBDANET-AS euNetworks GmbH,39419,CISEL Dina IT Solutions SA,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,15547,NETPLUS netplus.ch SA,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,20932,SIG-ST Services Industriels de Geneve,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,21232,GGAMAUR Genossenschaft GGA Maur,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,29691,NINE Nine Internet Solutions AG,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,34288,AS34288 Kantonsschule Zug,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,35360,GARGUNET Frederic Gargula,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,51786,VELDER-AS Patrick Velder,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,51873,AS-ARCADE Arcade Solutions AG,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,56987,AS-ABACLOUDA ABACLOUDA SAS,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,57777,MASSAR Jeroen Massar,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,58299,OPENFACTORY-AS Openfactory GmbH,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,59414,CLOUDSCALE cloudscale.ch AG,73.2,3.03e-10
13250,BACKBONE-CH Backbone Solutions AG,198385,AlpineDC AlpineDC SA,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,15547,NETPLUS netplus.ch SA,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,20932,SIG-ST Services Industriels de Geneve,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,21232,GGAMAUR Genossenschaft GGA Maur,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,29691,NINE Nine Internet Solutions AG,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,34288,AS34288 Kantonsschule Zug,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,35360,GARGUNET Frederic Gargula,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,51786,VELDER-AS Patrick Velder,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,56987,AS-ABACLOUDA ABACLOUDA SAS,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,57777,MASSAR Jeroen Massar,73.2,3.03e-10
15398,CYBERCORE-AS Werft22 AG,59414,CLOUDSCALE cloudscale.ch AG,73.2,3.03e-10
15547,NETPLUS netplus.ch SA,12553,GRAWEHR Andreas Grawehr,73.2,3.03e-10
15547,NETPLUS netplus.ch SA,41872,FLASHCABLE GIB-Solutions AG,73.2,3.03e-10
15547,NETPLUS netplus.ch SA,51907,CH-ZG Kanton Zug,73.2,3.03e-10
15547,NETPLUS netplus.ch SA,208731,RULEMATCH RULEMATCH AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,12553,GRAWEHR Andreas Grawehr,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,15398,CYBERCORE-AS Werft22 AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,24585,CH-Swisslife Swiss Life AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,30786,LOCAL-CH Swisscom Directories AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,35223,HOI-AS Hoi Internet AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,51768,SDAINFORMATIK KEYSTONE-SDA-ATS AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,51907,CH-ZG Kanton Zug,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,57210,TK-AG thyssenkrupp Presta AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,61363,IVOCLAR Ivoclar Vivadent AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,207335,i-Community i-Community AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,208444,BIG3AS Bringe Informationstechnik GmbH,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,215044,OBT-AG OBT AG,73.2,3.03e-10
15623,CYBERLINK Cyberlink AG,215782,KEEPIT-CH-ZH Keepit A/S,73.2,3.03e-10
15796,SALT-CH Salt Mobile SA,12350,VTX-NETWORK VTX Services SA,73.2,3.03e-10
15796,SALT-CH Salt Mobile SA,202032,GOLINE GOLINE SA,73.2,3.03e-10
15830,Equinix Equinix (EMEA) Acquisition Enterprises B.V.,206492,NEXPHONE Nexphone AG,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,12307,RAVANA Sandro Bolliger trading as Bolliger Network Solutions,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,13237,LAMBDANET-AS euNetworks GmbH,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,15623,CYBERLINK Cyberlink AG,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,20932,SIG-ST Services Industriels de Geneve,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,21232,GGAMAUR Genossenschaft GGA Maur,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,34288,AS34288 Kantonsschule Zug,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,35360,GARGUNET Frederic Gargula,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,51786,VELDER-AS Patrick Velder,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,51873,AS-ARCADE Arcade Solutions AG,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,56987,AS-ABACLOUDA ABACLOUDA SAS,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,57777,MASSAR Jeroen Massar,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,58057,SECUREBIT Securebit AG,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,58299,OPENFACTORY-AS Openfactory GmbH,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,59414,CLOUDSCALE cloudscale.ch AG,73.2,3.03e-10
16242,AS-NEXTRA Gluecklich GmbH,198385,AlpineDC AlpineDC SA,73.2,3.03e-10
20612,SWISSIX SwissIX Internet Exchange,20893,SYSTEM-CLINCH-AS SYSTEM-CLINCH,73.2,3.03e-10
20612,SWISSIX SwissIX Internet Exchange,39764,DOLPHIN F24 Schweiz AG,73.2,3.03e-10
20893,SYSTEM-CLINCH-AS SYSTEM-CLINCH,25091,IP-Max IP-Max SA,73.2,3.03e-10
20893,SYSTEM-CLINCH-AS SYSTEM-CLINCH,49544,i3Dnet i3D.net B.V,73.2,3.03e-10
20893,SYSTEM-CLINCH-AS SYSTEM-CLINCH,59890,Kabel-TV-Lampert Kabel-TV Lampert GmbH & Co KG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,12553,GRAWEHR Andreas Grawehr,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,24585,CH-Swisslife Swiss Life AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,30786,LOCAL-CH Swisscom Directories AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,35223,HOI-AS Hoi Internet AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,51768,SDAINFORMATIK KEYSTONE-SDA-ATS AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,51907,CH-ZG Kanton Zug,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,57210,TK-AG thyssenkrupp Presta AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,61363,IVOCLAR Ivoclar Vivadent AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,62035,BYTEWORKS Byteworks GmbH,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,213317,SIEA SI D ENERGIE ET DE E-COMMUNICATION DE L AIN SIVU,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,215044,OBT-AG OBT AG,73.2,3.03e-10
20932,SIG-ST Services Industriels de Geneve,215782,KEEPIT-CH-ZH Keepit A/S,73.2,3.03e-10
21232,GGAMAUR Genossenschaft GGA Maur,12553,GRAWEHR Andreas Grawehr,73.2,3.03e-10
