as1,as2,count
199524,328608,96
328206,328608,87
37271,60171,923
328608,37697,96
328608,917,98
328320,60171,417
327983,328608,103
328608,37680,94
328137,328608,110
327804,328608,104
327960,328608,98
328320,328608,4
36944,37697,57
22995,37468,242
37468,9419,8
3223,5713,12
37468,6677,148
30844,6677,4
37497,6677,75
37468,6696,5589
37100,6696,2574
5713,6696,230
3741,41364,31
37100,41364,34
37497,41364,65
30844,45758,126
200781,5713,14
10094,37468,1103
14340,3741,10
14340,37100,12
37468,59624,69
3741,59624,10
37100,59624,27
37497,59624,27
5713,59624,16
15576,37468,388
15576,30844,175
15576,37100,139
15576,5713,144
21449,37468,17
21449,37100,8
21449,5713,4
37153,37239,85
32653,37153,90
37153,37721,169
37153,3741,73
199524,37153,76
328206,37153,167
37153,37697,81
37153,917,172
328320,37153,177
327983,37153,98
37153,37680,86
328137,37153,173
327804,37153,183
327960,37153,175
33763,37239,383
328206,33763,350
31515,37468,129
37468,7849,22
37468,9231,606
10954,37468,51
19679,37468,84
19679,3741,7
19679,37100,17
19679,37271,32
19679,37497,18
37468,6660,236
23856,37468,260
19009,37468,786
328320,37468,5736
32653,37053,142
199524,37053,139
328206,37053,139
328320,37053,140
327983,37053,142
37053,37680,139
327804,37053,142
30844,5713,82
37239,7020,42
32653,7020,42
37721,7020,83
3741,7020,41
199524,7020,41
37697,7020,41
7020,917,27
328320,7020,41
327983,7020,42
37680,7020,41
328137,7020,41
327804,7020,42
327960,7020,41
33425,37468,150
37468,6315,35
37100,59605,3662
37468,4800,3223
37468,7049,3305
5713,7049,1283
3605,37468,162
37239,37678,138
32653,37678,133
199524,37678,130
328206,37678,148
37678,37697,131
37678,917,142
327983,37678,134
37678,37680,132
328137,37678,142
327804,37678,141
327960,37678,140
12085,37468,993
12301,37468,1249
12301,37100,277
12301,5713,271
19229,37468,411
18001,37468,918
37468,59605,5594
5713,59605,1807
30844,35297,20
35297,37497,294
196925,37468,1108
3212,37468,4510
37468,52468,9413
10030,37468,13
37100,58453,212
5713,58453,201
37100,7195,13216
37497,7195,4620
37468,53166,24
37468,8641,1229
35805,37468,77
30844,5603,3
262589,5713,1101
262206,37468,11317
37468,8308,346
37100,8308,141
5713,8308,65
2854,5713,64
37468,5539,86
37100,5539,24
5539,5713,24
37468,8469,53
37100,8469,15
5713,8469,13
37468,8391,60
37100,8391,24
5713,8391,13
24691,37239,38
24691,32653,36
199524,24691,57
24691,37697,36
24691,917,40
24691,328320,40
24691,327983,38
24691,37680,36
24691,328137,38
24691,327804,40
24691,327960,40
30844,3741,3
3491,37223,116
37223,37697,70
37239,58453,286
328206,58453,290
25139,37239,16
25139,32653,22
25139,37721,38
199524,25139,22
25139,917,22
327983,37697,147
25139,37680,22
25139,328137,22
25139,327804,22
23764,37497,167
3300,37468,843
30844,38195,1047
37468,8319,45
37100,8319,18
5713,8319,6
37468,9186,209
12337,37468,446
12337,37100,192
12337,5713,108
20326,37468,361
20326,30844,100
20326,37100,139
20326,37497,220
20326,5713,139
37468,8932,1935
3741,8932,321
37497,8932,639
5713,8932,349
35805,37100,18
35805,5713,18
29119,37468,3115
29119,3741,1369
29119,37100,1757
29119,37497,3054
29119,5713,1398
12390,37468,76
12390,3741,24
12390,37100,21
12390,37497,50
12390,5713,26
37100,45102,14
45102,5713,17
37468,45960,611
37468,394625,12
37100,394625,5
133372,37468,2145
37468,58717,7439
15169,37468,27
37468,38623,2392
37468,60280,1147
37100,60280,530
16347,37100,2965
37468,51375,866
3741,8452,9
37179,37239,24
32653,37179,22
37179,37721,74
37179,3741,53
199524,37179,48
328206,37179,129
37179,37697,48
37179,917,56
328320,37179,164
37179,37680,52
327804,37179,28
327960,37179,56
22355,37239,7
22355,32653,5
22355,37721,12
199524,22355,6
22355,37697,6
22355,917,8
22355,37680,6
22355,328137,8
22355,327804,7
16637,327782,66
36874,3741,26
36916,37239,58
32653,36916,57
36916,3741,41
199524,36916,57
328206,36916,64
36916,37697,45
36916,917,50
328320,36916,50
327983,36916,50
328137,36916,50
327804,36916,50
327960,36916,50
11845,3741,46
11845,328320,38
11845,327983,41
11845,327960,42
30844,31638,2
31638,37100,98
37468,49425,49
30844,49425,11
37100,49425,12
37497,49425,30
49425,5713,14
32653,37239,145
32653,37721,41
199524,32653,38
32653,328206,25
32653,37271,570
32653,37697,77
32653,917,38
32653,37680,53
32653,328137,52
32653,327804,36
32653,327960,34
37468,5503,178
3741,5503,44
37100,5503,88
37497,5503,92
5503,5713,44
14061,37468,2562
14061,3741,262
14061,37100,267
14061,37271,683
14061,37497,528
30844,42708,713
37100,42708,2270
37271,42708,2273
37468,4004,103
3741,4004,24
37100,4004,32
37497,4004,51
4004,5713,29
10282,37468,169
10282,37100,43
10282,5713,42
37468,6505,35
1241,37468,384
1241,30844,105
1241,37100,202
1241,37497,213
1241,5713,105
4455,5713,1413
37468,49572,48
30844,49572,9
37100,49572,19
37497,49572,19
49572,5713,10
37468,8821,29
30844,8821,9
37100,8821,9
37497,8821,36
5713,8821,9
11123,37468,156
12684,37468,415
32244,37468,173
19531,37468,133
29535,37468,1460
37468,43727,1252
30844,43727,1090
24724,37468,500
20860,37468,1229
20860,3741,390
20860,37100,371
20860,37497,805
20860,5713,420
37468,49685,421
30844,49685,94
37100,49685,112
37497,49685,272
49685,5713,112
132876,37468,1121
37468,6663,4067
24679,37468,61
24679,37100,18
24679,5713,19
25577,3741,113
37468,50263,4904
30844,50263,641
25394,37468,353
25394,37100,68
25394,5713,93
30844,8764,90
37497,8764,369
35753,37468,930
30844,35753,251
35753,37100,316
35753,5713,290
132876,37100,82
16082,37468,41
16082,3741,13
16082,37100,8
16082,37497,28
16082,5713,13
37468,49505,4168
30844,49505,996
37100,49505,1059
29208,37468,2288
29208,37100,754
29208,37271,1242
29208,37497,764
37468,43341,72
37100,43341,28
43341,5713,16
37468,8764,3867
37100,43531,161
12684,37100,60
12684,5713,58
29550,3741,61
29550,37271,136
21351,37468,296
37468,43205,33
37100,43205,8
43205,5713,8
35598,3741,16
37100,5405,3438
56665,5713,42
34772,37468,737
37100,57463,514
5713,57463,382
3741,39386,194
27589,37468,44
37468,9381,2390
3741,9381,61
37497,9381,1712
5713,9381,902
135069,37468,1390
37054,37468,907
37054,3741,11
37054,37100,22
37054,37497,22
37054,5713,11
37239,37680,156
199524,37680,44
328206,37680,30
37680,37697,85
37680,917,42
328137,37680,65
327804,37680,47
327960,37680,41
37468,60171,5321
5713,9498,2
327708,328320,28
328320,37009,71
327983,37009,71
327960,37009,72
37497,9354,389
10075,37468,1561
37271,38182,125
37468,38182,451
17806,37468,508
37468,58511,1342
30844,58511,347
37100,58511,440
37271,58511,1483
37497,58511,750
17557,37100,1139
18001,30844,51
18001,37100,139
18001,5713,136
22697,37468,154
22697,3741,6
22697,37100,10
22697,37497,10
22697,5713,10
31898,37468,1562
31898,37100,262
31898,5713,231
37468,62887,454
1248,37468,65
1248,3741,8
1248,37100,8
1248,37497,16
1248,5713,8
37468,57353,38
37100,57353,14
28748,37468,51
28748,37100,10
28748,5713,10
37468,64050,1030
19165,37468,14
19464,37468,12
33920,37468,34
33920,3741,10
33920,37100,21
33920,37497,26
33920,5713,12
37468,53187,22
30844,34309,664
34309,37100,509
34309,37497,1223
37468,54113,411
201838,37468,408
201838,3741,101
201838,37100,111
201838,37497,204
201838,5713,103
37468,64126,8373
13335,32653,744
37468,9354,865
30844,9354,172
37100,9354,172
5713,9354,172
21351,37239,29
21351,32653,29
21351,37721,112
21351,3741,3
21351,37697,29
21351,917,34
21351,37680,29
21351,328137,34
21351,327804,34
32653,33763,280
33763,917,291
33763,37680,305
328137,33763,287
327804,33763,287
327960,33763,239
37468,984,139
18013,58453,181
3741,65491,3
37468,8758,21271
30844,8758,4305
37100,8758,5442
37497,8758,361
5713,8758,2762
37468,8399,55
37100,8399,26
34086,37468,72
34086,37100,28
34086,5713,14
20773,37271,632
20773,37497,599
37468,61231,132
3741,61231,55
37100,61231,53
37497,61231,110
5713,61231,38
29063,37468,62
29063,37100,37
29063,5713,16
23089,37468,713
37468,7155,448
19551,37239,410
19551,32653,329
19551,37697,326
19551,917,1242
19551,328320,414
19551,327983,219
19551,37680,326
19551,328137,410
19551,327804,414
19551,327960,303
32097,37468,319
14840,37468,10563
1820,37468,1037
1820,37100,367
34087,37468,257
34087,3741,42
34087,37100,84
34087,37497,174
34087,5713,83
21409,37468,58
21409,30844,16
21409,37100,18
21409,37271,38
21409,37497,32
18678,37468,1015
3741,7195,2672
5713,7195,5415
262589,30844,320
24088,37468,906
17494,37468,985
17494,30844,133
17494,37100,163
17494,37497,277
17494,5713,152
32270,37468,347
28186,37468,72
12355,37468,59
12355,30844,11
12355,37100,22
12355,37497,22
12355,5713,11
30844,39356,2
10269,37468,124
31477,37468,362
30844,31477,62
31477,37100,120
31477,37497,158
31477,5713,80
36916,37468,462
30844,36916,41
36916,37100,82
36916,37497,112
36916,5713,41
5713,8445,30
37468,37661,33
30844,30990,357
30990,5713,357
37468,56630,755
37100,56630,287
56630,5713,282
37468,38158,5628
37468,45629,1756
37100,9381,401
14713,37468,70
29838,37100,265
29838,5713,194
30844,9381,698
37468,8893,15
29405,37468,355
29405,5713,105
12399,37468,13
12399,37100,6
207995,37468,27
207995,30844,3
207995,37100,7
207995,37497,14
207995,5713,7
37468,57344,2453
30844,57344,1010
37100,57344,1086
37497,57344,2587
5713,57344,1066
12676,37468,86
12676,37100,26
12676,5713,26
12926,37468,21
13768,37468,1468
37468,58807,1714
37100,6663,1511
37468,58243,302
30844,58243,25
37100,58243,90
37497,58243,50
5713,58243,78
28876,37468,170
28876,37100,49
28876,5713,38
37100,50263,717
37497,50263,860
50263,5713,153
12360,37468,78
12360,37100,34
15695,37100,77
15695,5713,68
13445,37468,220
13445,30844,21
13445,37100,17
13445,5713,21
18978,37468,138
37468,7642,434
37271,64050,112
37468,38880,218
30844,38880,70
37100,38880,75
37497,38880,151
38880,5713,77
37468,42861,123
32934,37100,78
35320,37100,247
35320,5713,455
37468,8309,110
3741,8309,37
37100,8309,56
37271,8309,117
37497,8309,106
196925,37100,221
196925,5713,212
37468,49158,15
3741,49158,5
37100,49158,5
37497,49158,10
49158,5713,5
37468,49800,457
30844,49800,13
37100,49800,96
13009,37100,126
13009,3741,108
13009,37497,200
13009,37468,295
13009,5713,100
37468,398823,180
37468,40545,89
3741,57344,330
152144,37468,1295
37239,37721,251
199524,37239,143
328206,37239,93
37239,37697,159
37239,917,165
328320,37239,134
327983,37239,134
328137,37239,156
327804,37239,143
35091,37468,160
37100,37457,156
328320,37613,202
327804,37613,338
132203,37468,1174
132203,37271,490
132203,37100,166
132203,37497,185
37468,63949,638
37239,60171,121
32653,60171,120
328206,60171,281
37697,60171,156
60171,917,175
327983,60171,142
37680,60171,189
327804,60171,146
327960,60171,171
37497,60171,81
32653,328320,11
32653,327983,5
37199,37239,4
32653,37199,3
37199,37721,9
199524,37199,3
37199,37697,3
37199,917,4
328320,37199,4
327983,37199,4
37199,37680,3
328137,37199,4
327804,37199,4
327960,37199,4
37497,50384,105
21056,37468,237
21056,3741,52
21056,37100,51
21056,37497,174
21056,5713,51
37468,50581,612
35297,37100,493
37468,9119,305
31287,37271,821
35753,37497,379
37468,42652,212
37100,42652,84
42652,5713,45
12703,37468,336
12703,30844,72
12703,37100,93
12703,37497,180
12703,5713,96
29009,37468,7
29009,37100,3
37468,47973,23
30844,47973,5
37100,47973,6
37497,47973,11
47973,5713,6
37468,5482,216
3741,5482,37
37100,5482,59
37497,5482,96
5482,5713,59
37497,38082,114
38082,5713,104
30844,38082,65
37100,47447,399
37468,8732,886
30844,8732,245
37100,8732,255
37497,8732,319
5713,8732,136
28788,37468,16
28788,30844,3
28788,37100,5
28788,37497,8
28788,5713,5
20773,37468,1200
20773,30844,280
20773,37100,281
20847,37468,102
20847,30844,18
20847,37100,31
20847,5713,28
12963,37468,304
12963,37100,143
3330,37468,108
3330,37100,37
3330,5713,41
13414,37468,173
13414,3741,30
13414,37100,37
13414,37271,73
13414,37497,63
37468,53828,144
16559,37468,100
22925,37468,394
13415,37468,170
14928,37468,41
3223,3741,197
37468,5416,1816
37468,8823,116
37100,8823,40
5713,8823,26
33922,37468,668
33922,37100,159
33922,5713,142
15694,37468,1005
15694,37100,315
15694,5713,301
3741,39326,88
37100,39545,66
37468,42228,14
3741,42228,3
37100,42228,4
37497,42228,7
42228,5713,4
37468,9031,35
30844,9031,23
37100,9031,24
37497,9031,23
5713,9031,12
37468,8462,80
30844,8462,26
37100,8462,27
37497,8462,53
5713,8462,27
25133,37468,107
25133,37100,53
37468,5631,22
3741,5631,6
37100,5631,7
37497,5631,15
5631,5713,8
37468,8551,1186
30844,6810,102
5713,6810,114
29686,37468,81
29686,37100,20
29686,5713,19
30781,37468,9531
30781,37271,5855
37100,8554,8
21413,37468,488
21413,37100,114
21413,5713,113
29467,37468,272
37468,8544,1389
3741,8544,258
37100,8544,293
37497,8544,521
5713,8544,286
30736,37468,8
30736,37100,4
30736,5713,2
37468,9153,27
3741,9153,7
37100,9153,9
37497,9153,17
5713,9153,10
37468,8648,482
37100,8648,109
5713,8648,106
37468,51978,38
37100,51978,15
51978,5713,8
12440,37468,71
12440,3741,15
12440,37100,25
12440,37497,30
12440,5713,21
37468,8315,269
30844,8315,26
37100,8315,38
37497,8315,50
5713,8315,34
34895,37468,10
34895,37100,4
34895,5713,2
31319,37468,28
30844,31319,10
31319,37100,10
31319,37497,20
31319,5713,10
13213,37468,1042
13213,3741,224
13213,37100,242
13213,37497,456
13213,5713,242
3212,37100,1397
35699,37468,1698
37468,8879,51
37100,8879,20
5713,8879,9
37468,39647,308
30844,39647,59
37100,39647,67
39647,5713,64
20495,37468,54
20495,30844,14
20495,37100,20
20495,37497,34
20495,5713,20
34779,37468,433
34779,37100,105
34779,5713,99
37468,5606,953
30844,5606,307
37100,5606,335
37497,5606,606
5606,5713,319
37468,8487,56
30844,8487,12
37100,8487,13
37497,8487,25
5713,8487,13
31708,37468,160
31708,3741,39
31708,37100,45
31708,37497,104
31708,5713,45
37468,8262,1212
3741,8262,208
37100,8262,324
37497,8262,442
5713,8262,278
15967,37468,113
15967,30844,46
15967,37100,45
15967,37497,93
15967,5713,47
37468,6810,74
37100,6810,48
12693,37468,222
12693,30844,16
12693,37100,90
12693,37497,33
12693,5713,47
25560,37468,36
25560,37100,9
25560,5713,9
29467,30844,70
29467,37100,67
29467,5713,81
5713,8764,1047
30844,50083,5
37497,50083,13
3327,37468,618
3327,3741,175
3327,37100,247
3327,37497,455
3327,5713,118
204151,37468,32
204151,37100,20
204151,5713,12
31103,37468,65
31103,37100,26
31103,5713,13
35311,37468,62
35311,37100,12
35311,5713,13
37468,8681,111
3741,8681,34
37100,8681,41
37497,8681,70
5713,8681,36
212655,37468,92
212655,30844,28
212655,37100,25
212655,37497,60
212655,5713,31
37468,56478,187
30844,56478,61
37100,56478,109
37497,56478,123
56478,5713,62
37468,39572,311
16316,37468,23
16316,37100,9
16316,5713,5
35575,37468,207
35575,3741,36
35575,37100,48
35575,37497,84
35575,5713,43
21032,37468,68
21032,37100,10
21032,5713,10
29017,37468,27
29017,3741,7
29017,37100,7
29017,37497,14
29017,5713,7
205103,37468,116
37468,9063,377
37100,9063,119
5713,9063,116
30844,6663,575
37497,6663,75
5713,6663,850
198930,37468,24
198930,3741,1
198930,37100,11
198930,37497,11
198930,5713,6
196714,37468,63
196714,37100,27
196714,5713,15
37468,44306,571
37497,8881,686
12883,37468,881
12883,30844,162
12883,37100,329
12883,37497,357
12883,5713,170
37468,42965,38
37100,42965,15
42965,5713,8
37468,60294,171
30844,60294,31
37100,60294,65
37497,60294,65
5713,60294,31
29076,37468,2138
29076,37100,499
201053,37468,689
3741,41313,270
37100,41313,390
12695,37468,934
12695,30844,180
12695,37100,347
12695,37497,344
12695,5713,171
37468,38193,10509
24173,37468,601
37468,41095,2586
37100,41095,588
37054,37239,130
32653,37054,130
199524,37054,144
37054,37697,130
37054,917,130
328320,37054,127
327983,37054,130
37054,37680,130
328137,37054,130
327804,37054,130
327960,37054,130
36940,37468,178
36940,37192,17
328114,37239,44
32653,328114,43
328114,37721,85
199524,328114,41
328114,328206,40
328114,37697,41
328114,917,42
328114,37680,41
328114,328137,42
327804,328114,42
327960,328114,42
327901,37239,234
32653,327901,234
327901,37721,440
199524,327901,213
327901,37697,213
327901,917,213
327901,328320,213
327901,327983,234
327901,37680,213
327901,328137,213
327804,327901,227
327901,327960,213
30844,60171,2173
30999,3741,144
30999,327960,135
37239,37315,55
32653,37315,54
37315,37721,107
37315,3741,49
199524,37315,53
328206,37315,53
37315,37697,54
37315,917,54
327983,37315,22
37315,37680,53
328137,37315,54
327804,37315,55
327960,37315,22
29614,37271,46
37239,37356,91
32653,37356,88
37356,37721,157
199524,37356,72
